,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
11115497,2021-06-24 18:26:07.193459+00:00,x,y,2021-08-02 10:30:00+00:00,2021-08-02 12:25:00+00:00,beta,True,40.0,0,b-69,8044.0
8720192,2021-06-04 15:02:45.042195+00:00,x,y,2021-06-10 11:00:00+00:00,2021-06-10 12:55:00+00:00,beta,True,20.0,0,b-69,10067.0
19336924,2021-08-15 21:15:41.474287+00:00,x,y,2021-08-22 17:05:00+00:00,2021-08-22 19:05:00+00:00,omega,True,20.0,1,d-5,20300.0
2967983,2021-03-10 13:02:58.448108+00:00,x,y,2021-03-28 15:30:00+00:00,2021-03-28 17:30:00+00:00,alpha,True,15.0,1,a-7,7497.0
2985903,2021-03-10 17:10:33.742880+00:00,x,y,2021-03-18 05:00:00+00:00,2021-03-18 07:00:00+00:00,alpha,True,15.0,1,a-1,9798.0
12001752,2021-06-30 14:31:06.055160+00:00,x,y,2021-07-04 07:00:00+00:00,2021-07-04 09:00:00+00:00,alpha,True,15.0,1,a-5,11807.0
16922947,2021-08-02 21:02:13.147964+00:00,x,y,2021-09-10 13:00:00+00:00,2021-09-10 15:00:00+00:00,alpha,True,15.0,1,a-9,9045.0
7380705,2021-05-21 11:12:13.514865+00:00,x,y,2021-07-13 17:00:00+00:00,2021-07-13 18:59:00+00:00,gamma,True,20.0,1,c-6,8025.0
18393346,2021-08-11 06:51:22.764921+00:00,x,y,2021-09-01 17:00:00+00:00,2021-09-01 18:59:00+00:00,gamma,True,20.0,2,c-6,13560.0
2997088,2021-03-10 19:28:55.121686+00:00,x,y,2021-06-04 05:00:00+00:00,2021-06-04 07:00:00+00:00,alpha,True,35.0,1,a-1,10799.0
344863,2021-01-10 15:00:30.471096+00:00,x,y,2021-01-11 05:00:00+00:00,2021-01-11 06:55:00+00:00,beta,False,40.0,0,b-1,15455.0
17896042,2021-08-09 08:00:44.364890+00:00,x,y,2021-08-12 17:05:00+00:00,2021-08-12 19:05:00+00:00,omega,True,20.0,1,d-5,6870.0
20697806,2021-08-23 23:26:33.372515+00:00,x,y,2021-08-25 05:00:00+00:00,2021-08-25 06:55:00+00:00,beta,True,40.0,0,b-1,15800.0
5308000,2021-04-23 05:56:01.390323+00:00,x,y,2021-05-03 05:00:00+00:00,2021-05-03 07:00:00+00:00,gamma,True,20.0,1,c-2,7640.0
14118806,2021-07-12 13:13:48.793285+00:00,x,y,2021-08-08 17:00:00+00:00,2021-08-08 18:59:00+00:00,gamma,True,20.0,1,c-6,12560.0
6603437,2021-05-11 06:48:29.761935+00:00,x,y,2021-05-29 14:00:00+00:00,2021-05-29 15:55:00+00:00,beta,True,20.0,0,b-9,6723.0
13737950,2021-07-10 04:30:58.105919+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 15:55:00+00:00,beta,True,20.0,0,b-9,7240.0
5392681,2021-04-24 03:06:13.015697+00:00,x,y,2021-04-28 11:00:00+00:00,2021-04-28 13:00:00+00:00,gamma,True,20.0,2,c-4,8390.0
6784688,2021-05-14 13:59:53.761932+00:00,x,y,2021-06-15 11:00:00+00:00,2021-06-15 13:00:00+00:00,gamma,True,20.0,2,c-4,10655.0
19910146,2021-08-19 01:51:48.038289+00:00,x,y,2021-08-25 16:00:00+00:00,2021-08-25 18:00:00+00:00,alpha,True,15.0,1,a-23,9045.0
4430491,2021-04-09 08:44:55.920574+00:00,x,y,2021-04-12 15:30:00+00:00,2021-04-12 17:30:00+00:00,alpha,True,15.0,1,a-7,8048.0
21331140,2021-08-28 11:08:25.931590+00:00,x,y,2021-08-29 17:00:00+00:00,2021-08-29 18:59:00+00:00,gamma,True,20.0,1,c-6,11800.0
6510500,2021-05-09 20:13:10.110921+00:00,x,y,2021-05-19 14:00:00+00:00,2021-05-19 15:55:00+00:00,beta,True,20.0,0,b-9,6755.0
13505990,2021-07-08 14:33:54.970547+00:00,x,y,2021-08-17 17:00:00+00:00,2021-08-17 18:59:00+00:00,gamma,True,20.0,2,c-6,11285.0
2662786,2021-03-05 12:41:16.325869+00:00,x,y,2021-03-08 08:00:00+00:00,2021-03-08 09:55:00+00:00,beta,True,20.0,0,b-67,6902.0
3301973,2021-03-15 11:05:55.582764+00:00,x,y,2021-03-16 05:00:00+00:00,2021-03-16 07:00:00+00:00,gamma,True,20.0,2,c-2,11300.0
11406464,2021-06-26 20:27:58.316356+00:00,x,y,2021-06-27 07:00:00+00:00,2021-06-27 09:00:00+00:00,alpha,True,15.0,1,a-5,13592.0
19279174,2021-08-15 15:16:52.116184+00:00,x,y,2021-08-30 10:00:00+00:00,2021-08-30 12:00:00+00:00,gamma,True,20.0,1,c-2,7765.0
11541230,2021-06-27 18:53:17.183929+00:00,x,y,2021-06-29 09:45:00+00:00,2021-06-29 11:45:00+00:00,gamma,True,20.0,1,c-2,10035.0
4432212,2021-04-09 09:29:11.425390+00:00,x,y,2021-04-14 05:00:00+00:00,2021-04-14 07:00:00+00:00,gamma,True,20.0,1,c-2,8395.0
21621049,2021-08-30 18:48:14.464214+00:00,x,y,2021-08-31 14:00:00+00:00,2021-08-31 15:55:00+00:00,beta,True,40.0,0,b-9,15980.0
11451452,2021-06-27 08:30:14.877169+00:00,x,y,2021-07-10 07:00:00+00:00,2021-07-10 09:00:00+00:00,alpha,True,15.0,1,a-5,9497.0
6930089,2021-05-16 12:57:05.615001+00:00,x,y,2021-05-31 10:00:00+00:00,2021-05-31 12:00:00+00:00,alpha,True,35.0,1,a-9,7397.0
16712088,2021-08-01 03:36:24.818200+00:00,x,y,2021-08-04 07:00:00+00:00,2021-08-04 09:00:00+00:00,alpha,True,35.0,1,a-5,10545.0
19480253,2021-08-16 17:18:51.941294+00:00,x,y,2021-08-17 17:00:00+00:00,2021-08-17 18:59:00+00:00,gamma,True,20.0,1,c-6,10425.0
3625941,2021-03-21 08:55:31.648486+00:00,x,y,2021-03-23 11:00:00+00:00,2021-03-23 12:55:00+00:00,beta,True,40.0,0,b-69,14192.0
19218961,2021-08-15 09:33:37.879983+00:00,x,y,2021-08-17 11:00:00+00:00,2021-08-17 12:55:00+00:00,beta,True,40.0,0,b-69,13330.0
7676937,2021-05-24 18:13:20.720227+00:00,x,y,2021-06-02 10:00:00+00:00,2021-06-02 12:00:00+00:00,alpha,True,35.0,1,a-9,8027.0
20339439,2021-08-21 15:12:49.423526+00:00,x,y,2021-08-22 08:00:00+00:00,2021-08-22 10:00:00+00:00,gamma,True,20.0,2,c-2,33720.0
15888597,2021-07-25 16:56:25.486808+00:00,x,y,2021-07-29 14:00:00+00:00,2021-07-29 16:00:00+00:00,gamma,True,20.0,2,c-4,11285.0
5519156,2021-04-25 15:06:36.082193+00:00,x,y,2021-05-06 11:00:00+00:00,2021-05-06 13:00:00+00:00,gamma,True,20.0,2,c-4,8640.0
10921459,2021-06-23 09:56:51.972063+00:00,x,y,2021-06-30 17:00:00+00:00,2021-06-30 18:59:00+00:00,gamma,True,20.0,2,c-6,7900.0
2227478,2021-02-27 06:22:12.690704+00:00,x,y,2021-02-28 11:00:00+00:00,2021-02-28 13:00:00+00:00,gamma,True,20.0,1,c-4,9150.0
18442841,2021-08-11 11:00:57.455886+00:00,x,y,2021-08-12 04:00:00+00:00,2021-08-12 06:00:00+00:00,alpha,True,15.0,1,a-1,7524.0
21626274,2021-08-30 19:25:54.984991+00:00,x,y,2021-09-28 07:00:00+00:00,2021-09-28 09:00:00+00:00,alpha,True,15.0,1,a-5,6810.0
13600732,2021-07-09 07:06:53.720659+00:00,x,y,2021-07-25 04:00:00+00:00,2021-07-25 06:00:00+00:00,alpha,True,35.0,1,a-1,19545.0
17577036,2021-08-07 15:34:55.753974+00:00,x,y,2021-09-17 10:00:00+00:00,2021-09-17 12:00:00+00:00,gamma,True,20.0,2,c-2,13560.0
1500661,2021-02-10 13:17:21.261080+00:00,x,y,2021-03-07 05:00:00+00:00,2021-03-07 07:00:00+00:00,gamma,True,32.0,1,c-2,9150.0
11435120,2021-06-27 06:22:05.725840+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,1,c-6,7765.0
3472068,2021-03-18 09:33:53.610277+00:00,x,y,2021-05-13 17:00:00+00:00,2021-05-13 18:59:00+00:00,gamma,True,20.0,2,c-6,11300.0
18415401,2021-08-11 08:50:17.113515+00:00,x,y,2021-08-27 10:00:00+00:00,2021-08-27 12:00:00+00:00,alpha,True,20.0,1,a-5,8381.0
13394122,2021-07-07 20:11:20.167889+00:00,x,y,2021-07-14 10:00:00+00:00,2021-07-14 12:00:00+00:00,alpha,True,35.0,1,a-7,14645.0
11527299,2021-06-27 17:15:27.584330+00:00,x,y,2021-07-01 14:00:00+00:00,2021-07-01 16:00:00+00:00,gamma,True,20.0,1,c-4,8750.0
16452785,2021-07-29 19:18:38.086681+00:00,x,y,2021-08-03 14:00:00+00:00,2021-08-03 15:55:00+00:00,beta,True,40.0,0,b-9,13170.0
9526458,2021-06-12 10:15:47.815185+00:00,x,y,2021-06-14 14:00:00+00:00,2021-06-14 16:00:00+00:00,gamma,True,20.0,1,c-4,6900.0
678642,2021-01-20 12:05:25.370662+00:00,x,y,2021-03-08 11:00:00+00:00,2021-03-08 13:00:00+00:00,gamma,True,32.0,1,c-4,9405.0
7465691,2021-05-22 09:51:57.912571+00:00,x,y,2021-05-26 05:00:00+00:00,2021-05-26 06:55:00+00:00,beta,True,20.0,0,b-1,7395.0
12099176,2021-07-01 05:41:29.785400+00:00,x,y,2021-07-06 14:00:00+00:00,2021-07-06 15:55:00+00:00,beta,True,40.0,0,b-9,8065.0
18663814,2021-08-12 11:42:06.706060+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,alpha,True,15.0,1,a-7,7524.0
19675888,2021-08-17 17:56:55.484080+00:00,x,y,2021-08-26 04:40:00+00:00,2021-08-26 06:40:00+00:00,omega,True,20.0,1,d-1,7950.0
1092406,2021-01-31 11:49:25.426740+00:00,x,y,2021-02-09 16:00:00+00:00,2021-02-09 17:55:00+00:00,beta,True,35.0,0,b-19,9564.0
10441646,2021-06-19 11:03:00.904413+00:00,x,y,2021-06-20 16:00:00+00:00,2021-06-20 18:00:00+00:00,alpha,True,35.0,1,a-23,13277.0
4741039,2021-04-18 13:28:37.004082+00:00,x,y,2021-05-21 15:30:00+00:00,2021-05-21 17:30:00+00:00,alpha,True,35.0,1,a-7,8290.0
15081923,2021-07-19 11:48:46.123747+00:00,x,y,2021-08-07 11:00:00+00:00,2021-08-07 12:55:00+00:00,beta,True,40.0,0,b-69,10920.0
18077832,2021-08-09 23:00:13.263072+00:00,x,y,2021-08-16 16:00:00+00:00,2021-08-16 18:00:00+00:00,alpha,True,20.0,1,a-23,10545.0
16906261,2021-08-02 17:41:53.015315+00:00,x,y,2021-08-10 16:00:00+00:00,2021-08-10 18:00:00+00:00,alpha,True,35.0,1,a-23,10545.0
19619951,2021-08-17 12:30:59.900286+00:00,x,y,2021-09-12 07:00:00+00:00,2021-09-12 09:00:00+00:00,alpha,True,20.0,1,a-5,10545.0
7238507,2021-05-19 19:56:11.139925+00:00,x,y,2021-05-21 05:00:00+00:00,2021-05-21 07:00:00+00:00,gamma,True,20.0,2,c-2,9025.0
10760152,2021-06-22 03:40:17.971603+00:00,x,y,2021-07-08 14:00:00+00:00,2021-07-08 16:00:00+00:00,gamma,True,20.0,1,c-4,6620.0
520084,2021-01-15 16:53:59.564996+00:00,x,y,2021-02-09 13:30:00+00:00,2021-02-09 15:40:00+00:00,alpha,True,20.0,1,a-5,10227.0
9185480,2021-06-09 09:18:33.081181+00:00,x,y,2021-06-14 13:00:00+00:00,2021-06-14 15:00:00+00:00,alpha,True,35.0,1,a-9,10006.0
6618946,2021-05-11 11:08:41.531066+00:00,x,y,2021-05-25 17:00:00+00:00,2021-05-25 18:59:00+00:00,gamma,True,20.0,2,c-6,8390.0
19931438,2021-08-19 06:23:13.910171+00:00,x,y,2021-09-18 10:00:00+00:00,2021-09-18 12:00:00+00:00,gamma,True,20.0,2,c-2,8500.0
2006659,2021-02-22 08:09:00.906894+00:00,x,y,2021-03-13 16:00:00+00:00,2021-03-13 18:10:00+00:00,alpha,True,35.0,1,a-7,12500.0
21347952,2021-08-28 13:35:19.794889+00:00,x,y,2021-09-06 13:00:00+00:00,2021-09-06 15:00:00+00:00,alpha,True,15.0,1,a-9,7524.0
9763886,2021-06-13 22:00:03.804338+00:00,x,y,2021-06-14 14:00:00+00:00,2021-06-14 16:00:00+00:00,gamma,True,20.0,2,c-4,7900.0
4739276,2021-04-18 13:08:34.468929+00:00,x,y,2021-04-25 13:30:00+00:00,2021-04-25 15:30:00+00:00,alpha,True,15.0,1,a-5,4990.0
19212325,2021-08-15 08:53:31.392511+00:00,x,y,2021-10-03 04:40:00+00:00,2021-10-03 06:40:00+00:00,omega,True,20.0,1,d-1,6870.0
11064317,2021-06-24 11:46:05.268777+00:00,x,y,2021-06-25 07:00:00+00:00,2021-06-25 09:00:00+00:00,alpha,True,35.0,1,a-5,7150.0
16353230,2021-07-29 02:51:38.406785+00:00,x,y,2021-07-30 10:00:00+00:00,2021-07-30 12:00:00+00:00,alpha,True,35.0,1,a-7,12645.0
13904956,2021-07-11 06:58:07.680167+00:00,x,y,2021-07-20 14:00:00+00:00,2021-07-20 15:55:00+00:00,beta,True,20.0,0,b-9,7240.0
3885716,2021-03-26 17:45:34.232643+00:00,x,y,2021-03-31 15:30:00+00:00,2021-03-31 17:30:00+00:00,alpha,True,35.0,1,a-7,10799.0
12803739,2021-07-04 19:03:32.810901+00:00,x,y,2021-07-31 13:00:00+00:00,2021-07-31 15:00:00+00:00,alpha,True,15.0,1,a-9,9045.0
10596283,2021-06-20 17:04:00.741927+00:00,x,y,2021-07-01 07:00:00+00:00,2021-07-01 09:00:00+00:00,alpha,True,15.0,1,a-5,6850.0
14431858,2021-07-14 14:05:43.030852+00:00,x,y,2021-07-21 14:00:00+00:00,2021-07-21 15:55:00+00:00,beta,True,20.0,0,b-9,6440.0
19884034,2021-08-18 20:14:22.618697+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,alpha,True,20.0,1,a-7,17745.0
2989633,2021-03-10 17:52:43.337658+00:00,x,y,2021-03-11 14:00:00+00:00,2021-03-11 15:55:00+00:00,beta,True,40.0,0,b-9,17321.0
17900146,2021-08-09 08:21:50.377996+00:00,x,y,2021-08-14 07:00:00+00:00,2021-08-14 09:00:00+00:00,alpha,True,15.0,1,a-5,6810.0
11588343,2021-06-28 06:37:20.600867+00:00,x,y,2021-07-22 05:00:00+00:00,2021-07-22 06:55:00+00:00,beta,True,20.0,0,b-1,6396.0
17800169,2021-08-08 17:37:17.638925+00:00,x,y,2021-08-31 10:00:00+00:00,2021-08-31 12:00:00+00:00,gamma,True,20.0,1,c-2,7765.0
17040726,2021-08-04 01:19:41.197744+00:00,x,y,2021-08-22 07:00:00+00:00,2021-08-22 09:00:00+00:00,alpha,True,20.0,1,a-5,10545.0
11599748,2021-06-28 07:59:08.604517+00:00,x,y,2021-07-13 05:00:00+00:00,2021-07-13 06:55:00+00:00,beta,True,20.0,0,b-1,6731.0
2067856,2021-02-23 14:45:28.382985+00:00,x,y,2021-02-25 05:00:00+00:00,2021-02-25 07:00:00+00:00,gamma,True,20.0,1,c-2,12500.0
18629231,2021-08-12 08:37:41.220950+00:00,x,y,2021-08-12 16:00:00+00:00,2021-08-12 18:00:00+00:00,gamma,True,20.0,1,c-4,15075.0
7916993,2021-05-28 05:25:57.201274+00:00,x,y,2021-06-02 10:00:00+00:00,2021-06-02 12:00:00+00:00,alpha,True,15.0,1,a-9,7520.0
15208791,2021-07-20 11:54:30.093333+00:00,x,y,2021-07-30 05:00:00+00:00,2021-07-30 06:55:00+00:00,beta,True,40.0,0,b-1,13040.0
12262448,2021-07-02 04:56:13.002553+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,True,15.0,1,a-1,9045.0
832305,2021-01-24 17:17:18.390764+00:00,x,y,2021-01-31 13:00:00+00:00,2021-01-31 15:00:00+00:00,alpha,True,0.0,0,a-5,8739.0
20033172,2021-08-19 17:45:47.206507+00:00,x,y,2021-09-27 10:00:00+00:00,2021-09-27 12:00:00+00:00,alpha,True,20.0,1,a-7,7524.0
12999253,2021-07-05 18:41:33.237881+00:00,x,y,2021-07-09 11:00:00+00:00,2021-07-09 12:55:00+00:00,beta,True,40.0,0,b-69,19700.0
742949,2021-01-22 07:44:27.859136+00:00,x,y,2021-02-05 17:00:00+00:00,2021-02-05 18:59:00+00:00,gamma,True,32.0,2,c-6,10400.0
6719294,2021-05-13 09:29:36.990726+00:00,x,y,2021-05-21 10:00:00+00:00,2021-05-21 12:00:00+00:00,alpha,True,35.0,1,a-9,6995.0
13433528,2021-07-08 06:21:47.589800+00:00,x,y,2021-11-08 05:00:00+00:00,2021-11-08 06:55:00+00:00,beta,True,40.0,0,b-1,8170.0
3071587,2021-03-11 18:18:20.417324+00:00,x,y,2021-03-26 13:30:00+00:00,2021-03-26 15:30:00+00:00,alpha,True,35.0,1,a-5,10799.0
8916850,2021-06-06 16:37:27.693874+00:00,x,y,2021-06-25 11:00:00+00:00,2021-06-25 12:55:00+00:00,beta,True,20.0,0,b-69,10057.0
17314292,2021-08-06 04:07:23.561804+00:00,x,y,2021-08-22 13:00:00+00:00,2021-08-22 15:00:00+00:00,alpha,True,15.0,1,a-9,12945.0
12024363,2021-06-30 16:45:27.216051+00:00,x,y,2021-07-24 17:00:00+00:00,2021-07-24 18:59:00+00:00,gamma,True,20.0,2,c-6,12800.0
11405983,2021-06-26 20:23:50.351018+00:00,x,y,2021-07-18 09:45:00+00:00,2021-07-18 11:45:00+00:00,gamma,True,20.0,2,c-2,9525.0
19014437,2021-08-14 06:53:56.110466+00:00,x,y,2021-09-11 14:00:00+00:00,2021-09-11 15:55:00+00:00,beta,True,20.0,0,b-9,6900.0
11460019,2021-06-27 09:28:02.600152+00:00,x,y,2021-07-04 07:00:00+00:00,2021-07-04 09:00:00+00:00,alpha,True,35.0,1,a-5,11072.0
19423620,2021-08-16 11:34:08.223973+00:00,x,y,2021-08-27 11:00:00+00:00,2021-08-27 12:55:00+00:00,beta,True,20.0,0,b-69,6900.0
16906211,2021-08-02 17:41:43.731588+00:00,x,y,2021-08-14 10:00:00+00:00,2021-08-14 12:00:00+00:00,gamma,True,20.0,2,c-2,8500.0
7158211,2021-05-19 04:29:11.094565+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 07:00:00+00:00,alpha,True,35.0,1,a-1,7520.0
19784925,2021-08-18 10:17:23.805419+00:00,x,y,2021-08-25 17:00:00+00:00,2021-08-25 18:59:00+00:00,gamma,True,20.0,1,c-6,8750.0
13318673,2021-07-07 12:38:49.163725+00:00,x,y,2021-07-15 04:00:00+00:00,2021-07-15 06:00:00+00:00,alpha,True,15.0,1,a-1,11245.0
4862771,2021-04-19 15:35:52.137160+00:00,x,y,2021-04-28 05:00:00+00:00,2021-04-28 07:00:00+00:00,alpha,True,15.0,1,a-1,4990.0
1435877,2021-02-08 19:37:07.731150+00:00,x,y,2021-03-05 11:00:00+00:00,2021-03-05 13:00:00+00:00,gamma,True,32.0,2,c-4,10655.0
16326047,2021-07-28 18:18:03.814367+00:00,x,y,2021-08-01 04:00:00+00:00,2021-08-01 06:00:00+00:00,alpha,True,15.0,1,a-1,10205.0
21115652,2021-08-26 18:29:16.979740+00:00,x,y,2021-09-01 05:30:00+00:00,2021-09-01 07:30:00+00:00,gamma,True,20.0,1,c-2,7500.0
7230504,2021-05-19 18:22:58.215296+00:00,x,y,2021-05-31 11:00:00+00:00,2021-05-31 13:00:00+00:00,gamma,True,20.0,1,c-4,8025.0
16823896,2021-08-02 02:50:11.553763+00:00,x,y,2021-08-19 07:00:00+00:00,2021-08-19 09:00:00+00:00,alpha,True,35.0,1,a-5,8381.0
4371017,2021-04-07 18:00:57.291466+00:00,x,y,2021-04-08 15:30:00+00:00,2021-04-08 17:30:00+00:00,alpha,True,35.0,1,a-7,8605.0
16908532,2021-08-02 18:02:19.336262+00:00,x,y,2021-08-06 17:00:00+00:00,2021-08-06 18:59:00+00:00,gamma,True,20.0,2,c-6,8500.0
17016,2020-12-31 18:34:52.583892+00:00,x,y,2021-02-04 13:30:00+00:00,2021-02-04 15:40:00+00:00,alpha,True,0.0,0,a-5,8739.0
9334891,2021-06-10 17:52:38.748184+00:00,x,y,2021-06-17 07:00:00+00:00,2021-06-17 09:00:00+00:00,alpha,True,35.0,1,a-5,9707.0
10154554,2021-06-16 21:59:08.895975+00:00,x,y,2021-06-24 14:00:00+00:00,2021-06-24 16:00:00+00:00,gamma,True,20.0,2,c-4,7620.0
15195444,2021-07-20 10:04:31.721991+00:00,x,y,2021-07-23 17:00:00+00:00,2021-07-23 18:59:00+00:00,gamma,True,20.0,2,c-6,8245.0
708704,2021-01-21 09:32:00.840853+00:00,x,y,2021-01-22 05:00:00+00:00,2021-01-22 07:00:00+00:00,gamma,True,32.0,1,c-2,9905.0
17077360,2021-08-04 09:46:17.390055+00:00,x,y,2021-08-20 10:00:00+00:00,2021-08-20 12:00:00+00:00,alpha,True,15.0,1,a-5,7524.0
12796657,2021-07-04 18:29:29.367288+00:00,x,y,2021-07-19 13:00:00+00:00,2021-07-19 15:00:00+00:00,alpha,True,35.0,1,a-9,10545.0
4712400,2021-04-18 06:12:20.198258+00:00,x,y,2021-04-26 11:00:00+00:00,2021-04-26 13:00:00+00:00,gamma,True,20.0,1,c-4,7640.0
17597708,2021-08-07 17:33:29.017037+00:00,x,y,2021-08-20 14:00:00+00:00,2021-08-20 16:00:00+00:00,gamma,True,20.0,1,c-4,8525.0
9084412,2021-06-08 10:03:00.965676+00:00,x,y,2021-06-28 10:00:00+00:00,2021-06-28 12:00:00+00:00,alpha,True,35.0,1,a-7,9707.0
10126159,2021-06-16 16:47:57.961069+00:00,x,y,2021-07-01 05:00:00+00:00,2021-07-01 06:55:00+00:00,beta,True,20.0,0,b-1,6344.0
2918647,2021-03-09 17:12:04.803269+00:00,x,y,2021-04-10 05:00:00+00:00,2021-04-10 07:00:00+00:00,gamma,True,20.0,1,c-2,9150.0
3235764,2021-03-14 09:39:31.298069+00:00,x,y,2021-03-23 05:00:00+00:00,2021-03-23 07:00:00+00:00,gamma,True,20.0,1,c-2,9800.0
20223240,2021-08-20 18:53:49.155061+00:00,x,y,2021-09-05 17:00:00+00:00,2021-09-05 18:59:00+00:00,gamma,True,20.0,1,c-6,6870.0
13379022,2021-07-07 18:26:22.009890+00:00,x,y,2021-07-08 05:00:00+00:00,2021-07-08 07:00:00+00:00,gamma,True,20.0,2,c-2,33720.0
14719301,2021-07-16 14:45:04.957202+00:00,x,y,2021-07-23 05:00:00+00:00,2021-07-23 06:55:00+00:00,beta,True,40.0,0,b-1,9160.0
8909981,2021-06-06 15:21:16.515972+00:00,x,y,2021-06-22 11:00:00+00:00,2021-06-22 13:00:00+00:00,gamma,True,20.0,2,c-4,11900.0
14488466,2021-07-14 22:11:59.391293+00:00,x,y,2021-07-30 05:00:00+00:00,2021-07-30 07:00:00+00:00,alpha,True,35.0,1,a-1,12645.0
5042445,2021-04-20 18:54:36.038963+00:00,x,y,2021-05-09 17:00:00+00:00,2021-05-09 18:59:00+00:00,gamma,True,20.0,1,c-6,8145.0
19785954,2021-08-18 10:24:05.194180+00:00,x,y,2021-10-14 05:00:00+00:00,2021-10-14 06:55:00+00:00,beta,True,40.0,0,b-1,8400.0
16184672,2021-07-27 16:37:16.847999+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,gamma,True,20.0,1,c-2,8525.0
20868899,2021-08-25 05:37:22.851983+00:00,x,y,2021-09-11 10:00:00+00:00,2021-09-11 12:00:00+00:00,gamma,True,20.0,1,c-2,6870.0
10574500,2021-06-20 13:25:31.845622+00:00,x,y,2021-07-10 13:00:00+00:00,2021-07-10 15:00:00+00:00,alpha,True,35.0,1,a-9,13277.0
15823336,2021-07-25 08:45:01.765970+00:00,x,y,2021-07-30 10:00:00+00:00,2021-07-30 12:00:00+00:00,alpha,True,35.0,1,a-7,12645.0
6468060,2021-05-09 08:43:24.625528+00:00,x,y,2021-05-12 16:00:00+00:00,2021-05-12 18:00:00+00:00,alpha,True,15.0,1,a-7,6495.0
3488296,2021-03-18 14:44:46.808185+00:00,x,y,2021-03-23 17:00:00+00:00,2021-03-23 18:59:00+00:00,gamma,True,20.0,1,c-6,13685.0
5272634,2021-04-22 19:00:59.415746+00:00,x,y,2021-05-02 14:00:00+00:00,2021-05-02 15:55:00+00:00,beta,True,20.0,0,b-9,6755.0
5850477,2021-04-30 07:23:23.304281+00:00,x,y,2021-05-10 05:00:00+00:00,2021-05-10 07:00:00+00:00,gamma,True,20.0,2,c-2,9650.0
12410005,2021-07-02 18:55:11.823135+00:00,x,y,2021-07-23 13:00:00+00:00,2021-07-23 15:00:00+00:00,alpha,True,15.0,1,a-9,9045.0
16457002,2021-07-29 20:06:27.565517+00:00,x,y,2021-08-05 10:00:00+00:00,2021-08-05 12:00:00+00:00,gamma,True,20.0,2,c-2,9525.0
10173699,2021-06-17 06:06:55.617004+00:00,x,y,2021-07-09 14:00:00+00:00,2021-07-09 16:00:00+00:00,gamma,True,20.0,1,c-4,6620.0
5935801,2021-05-01 11:06:33.896723+00:00,x,y,2021-05-12 16:00:00+00:00,2021-05-12 18:00:00+00:00,alpha,True,35.0,1,a-7,5996.0
3653398,2021-03-21 21:13:24.557795+00:00,x,y,2021-03-24 11:00:00+00:00,2021-03-24 12:55:00+00:00,beta,True,20.0,0,b-69,8957.0
721299,2021-01-21 15:01:54.832006+00:00,x,y,2021-01-25 13:00:00+00:00,2021-01-25 15:00:00+00:00,alpha,True,0.0,0,a-5,8739.0
9048586,2021-06-07 23:51:06.013267+00:00,x,y,2021-07-06 05:00:00+00:00,2021-07-06 06:55:00+00:00,beta,True,20.0,0,b-1,10047.0
9274112,2021-06-10 07:09:46.447704+00:00,x,y,2021-06-11 13:40:00+00:00,2021-06-11 15:40:00+00:00,alpha,True,15.0,1,a-9,10006.0
19724111,2021-08-18 02:36:43.575430+00:00,x,y,2021-08-20 13:30:00+00:00,2021-08-20 15:30:00+00:00,alpha,True,20.0,1,a-9,17745.0
21639957,2021-08-30 22:52:55.675555+00:00,x,y,2021-09-28 07:00:00+00:00,2021-09-28 09:00:00+00:00,alpha,True,15.0,1,a-5,6810.0
6220963,2021-05-05 11:57:04.254978+00:00,x,y,2021-05-23 05:00:00+00:00,2021-05-23 07:00:00+00:00,gamma,True,20.0,1,c-2,7390.0
18170048,2021-08-10 10:47:05.423741+00:00,x,y,2021-08-23 04:40:00+00:00,2021-08-23 06:40:00+00:00,omega,True,20.0,1,d-1,10100.0
18173774,2021-08-10 11:04:48.443366+00:00,x,y,2021-08-27 17:05:00+00:00,2021-08-27 19:05:00+00:00,omega,True,20.0,1,d-5,7950.0
13246924,2021-07-07 05:37:52.432309+00:00,x,y,2021-07-16 16:00:00+00:00,2021-07-16 18:00:00+00:00,alpha,True,15.0,1,a-23,14945.0
4332083,2021-04-06 17:18:56.564035+00:00,x,y,2021-04-30 13:30:00+00:00,2021-04-30 15:30:00+00:00,alpha,True,35.0,1,a-5,9077.0
7051893,2021-05-17 17:22:54.944019+00:00,x,y,2021-05-19 14:00:00+00:00,2021-05-19 15:55:00+00:00,beta,True,20.0,0,b-9,7058.0
2690122,2021-03-05 20:35:01.924320+00:00,x,y,2021-03-08 15:30:00+00:00,2021-03-08 17:30:00+00:00,alpha,True,35.0,1,a-7,8027.0
